Text,Emotion,Intensity,Clean_Text
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ðŸ™ˆ soo cute ðŸº,joy,0.75,aw young fox outside grass jump playful have little stretch ðÿ ˆ soo cute
"North America vs Sweden is the most exhilarating hockey I've ever watched ðŸ˜… wow , mackinonns mitts are silky #TeamNA #WCH2016",joy,0.75,north america vs sweden exhilarate hockey watch wow mackinonn mitt silky
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy,0.75,service store impressive team geniuse ready redefine customer service
"By the way, I'm wearing the smile you gave me today. \n#you #me #smile",joy,0.75,way wear smile give today
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy,0.745,use smile change world let world change smile
You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,joy,0.74,cute amp hear explicit speak elegance
"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership",joy,0.74,happy care help feel helpless life feel good
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun ",joy,0.74,great training course lot photo fun laughter photo soon
LOVE LOVE LOVE #smile #fun #relaxationiskey,joy,0.74,love love love
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice â¤ ðŸ“žðŸ‘ðŸ˜Š,joy,0.74,lady xmas dept answer hello mrs xmas yep true story
Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,joy,0.74,happy birthday smile wonderful year ahead mam
"Good night, Twitter world! Wish you all good sleep / productive jovial days! :)",joy,0.731,good night twitter world wish good sleep productive jovial day
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy,0.729,jimmy garoppolo head week thank lot
My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy,joy,0.729,friend message ugh hungry wait breakfast
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy,0.729,thank disney theme episode let discover amazing
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news ðŸ˜‚ðŸ˜‚,joy,0.729,charlie attempt suffocate cushion cheer great news
@clonmacart I'm beaming with glee.,joy,0.729,beam glee
Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational,joy,0.729,smile people happen think surprised
"Something about these cool, breezy fall days.. ðŸ˜ðŸ‚ðŸŒ¾ðŸ",joy,0.729,cool breezy fall day
Food that gets delivered ðŸ˜ðŸ™ŒðŸ»  ,joy,0.729,food gets deliver
@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx,joy,0.729,cake see wee cheery face joy xx
"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom",joy,0.729,simple human love like truly madly deeply rejoice existence class queendom
"I just really enjoy bright colors, like the colors you would see downtown Miami",joy,0.729,enjoy bright color like color downtown miami
"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy",joy,0.72,thank make mass fr vallely respectful meaningful joyful
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,joy,0.72,good morning joyful people choose happiness great day today
@LiamJamesVernon love the optimism!! BLUE MOON!,joy,0.72,love optimism blue moon
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy,0.72,satisfy early thy amp glad day
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,joy,0.72,sit close extended period time exhilarate beautiful lively lol
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #Ø§Ù„Ø®ÙØ¬ÙŠ,joy,0.708,thenicebot wsjnordic world joyful place
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video ðŸ˜‚,joy,0.708,thank distract paper watch hilarious video
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ,joy,0.708,wonderful experience watch yesterday thankyou
@LindseySanford @simplymeasured this makes me giggle with glee!,joy,0.708,make giggle glee
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy,0.708,live simply dream big grateful love laugh lot unknown
Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,joy,0.708,
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",joy,0.708,wake dream laugh stupid make laugh
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy,0.708,love parody account vote
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy,0.708,zephaniah surely rejoice singing romance need today
@imDevinLopez happy bday bro! ðŸ‘ŒðŸ»,joy,0.708,happy bday bro
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,joy,0.704,happy birthday bless day love toronto
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",joy,0.704,mate thing excited profession mad client say open bowel rejoice
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy,0.7,riggs dumb ass hell lolol
"â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl  #Success #Leadership",joy,0.7,â œbe
"We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare",joy,0.7,elated sid espinosa ready inspire innovative student
@Norn_IronMaiden @forest_fr1ends It's hilarious,joy,0.694,hilarious
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy,0.688,man know juggle ball
#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,joy,0.688,outside gym hall play
"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",joy,0.688,way takeru eye sparkle eat like cut thing
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy ,joy,0.688,satisfy early thy amp glad day
@JamieNicks_ it makes complete sense and i'm elated to hear this :],joy,0.688,make complete sense elated hear
@liamch88 yeah! :) playing well ,joy,0.688,yeah play
@Olajide_Shutti lmaoo. It will be a joyful day.,joy,0.688,lmaoo joyful day
Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it,joy,0.68,thank teach live long amp ride exhilarating know
Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm365,joy,0.68,day listen sound chopper work way close home make
@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGAðŸ™‹ Have a joyful day,joy,0.68,joyful day
Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,joy,0.68,yo v overtime hockey get sweaty damn ish exhilarate
What an exhilarating last minute of overtime #WCH2016,joy,0.68,exhilarate minute overtime
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy,0.68,day elated taking pto tomorrow doneeeee
"Ooh #hygge, candles, jasmine tea &amp; #GBBO ",joy,0.68,ooh candles jasmine tea amp
.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling â€¦,joy,0.68,u ride pile salt life extra sweet salty savory â
It's a beautiful day today. Cloudy but sunny and breezy.,joy,0.673,beautiful day today cloudy sunny breezy
@jimadair3 Guitar shop owners everywhere rejoice,joy,0.667,guitar shop owner rejoice
A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy,0.667,joyous webiversary web mitzvah smithsonian
@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears #laughter,joy,0.667,send copy e book real paper boy greyhound
Look forward to the detours because they bring delightful surprises. #lifequote ,joy,0.667,look forward detour bring delightful surprise
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",joy,0.667,look recent tweet see right great
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,joy,0.667,get cable hook new place time premier like god smile
"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",joy,0.667,hilarious freudian slip eh
Watch this amazing live.ly broadcast by @izzybuzy365  #musically,joy,0.667,watch amazing broadcast
My siblings look all gangster &amp; I look all cheery ðŸ˜…ðŸ˜‚,joy,0.667,sibling look gangster amp look cheery
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy,0.667,uff look arsenal fan cheer goal united haha
"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --",joy,0.667,elated receive kiss little prince bright smile clear glance garrett
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling,joy,0.667,v satisfy open old file able check thing
"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove â˜ºï¸",joy,0.66,ability happy world need right
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy,0.66,fine near future want bed super elated audio compilation great moment
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy,0.66,time hit library lovely pile book reservation collect morning
"if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha",joy,0.66,ai watch sugarboy hulu ai shit hahaha
@TampaBayRay I cried with laughter.,joy,0.66,cry laughter
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism",joy,0.66,big change pray think deserve
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning ðŸ˜‚ðŸ˜‚ðŸ˜‚ @grimmers @fionaradio @TinaDaheley,joy,0.66,tote listen endless hilarity tom odell raaar morning
"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",joy,0.66,finally rain ashland oregon parch summer amp fall plant amp people rejoice
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo,joy,0.657,tfw en route future come ya
@reinervshunter you got thisï’™ #staystrong #smile #yourebeautiful,joy,0.656,get thisï
It's Thursday which means it's Grey's day #TGIT ,joy,0.656,thursday mean grey day
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,joy,0.655,watch amazing broadcast
The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman,joy,0.654,current run superman continue delight feel love pour everone creative team
I am always ready to #smile.,joy,0.654,ready
"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",joy,0.654,ride night got exhilarate refreshing thing
"Lmboo , using my nephew for meme #hilarious",joy,0.654,lmboo nephew meme
@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,joy,0.646,blow internet chirp lol love
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy,0.646,thinking try comedy youtube fond time nut
"I like talking to someone who makes me laugh, laughter is the best medicine",joy,0.646,like talk make laugh laughter good medicine
"Lmboo , using my nephew for meme ",joy,0.646,lmboo nephew meme
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy,0.646,love independence msg happy amp fulfil amp positivity flock
Watch this amazing live.ly broadcast by @katyy.mae #lively #musically,joy,0.646,watch amazing broadcast
"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment â€¦",joy,0.646,gift call present â
Bunk ur classðŸ“š at least once in your life time cuz later when u look back good marks will not make u happy but memoriesðŸ˜Š will'    -APJ,joy,0.646,bunk ur life time cuz later u look good mark u happy
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",joy,0.646,wish truly wish modicum banter
Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys,joy,0.646,watch zoolander
@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,joy,0.646,yup val basically ignore recipe burst laughter x
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",joy,0.646,happy good good
the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,joy,0.646,fact sell kanye ticket buy unbelievably hilarious
@bradshawjp Sweet! ,joy,0.646,sweet
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy,0.646,show lively performance lot different emotion stick freak awesome
@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,joy,0.646,wait
Icon is pochama.\nHe is very cute and easily elated.,joy,0.64,icon cute easily elated
@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,joy,0.64,adorable cheerful pour positivity green goo hurt hell
Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,joy,0.64,remember life blessing joyful experience regardless odd gby
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,joy,0.64,bring great memory hilarity
The neighbor dancing in the Clayton Homes commercial is me. #hilarious,joy,0.64,neighbor dancing clayton home commercial
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy,0.625,pleasing night lane round amp bring liverpool anfield
@AlbertBreer @jetswhispers Be sure and switch it over to cable news - cheery,joy,0.625,sure switch cable news cheery
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy,0.625,simply act kindness strength optimism today good day
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling,joy,0.625,welcome genuinely head wobble realise important life
@liamch88 yeah! :) playing well #optimism,joy,0.625,yeah play
Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee #GLEEK,joy,0.625,start watch glee week addict ðÿ
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy,0.625,watch jubilant scrum end day remember kid
chirp chirp! what a beautiful white and red bird! ðŸ¦,joy,0.625,chirp chirp beautiful white red bird
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,joy,0.625,minute yoga breakfast routine change day
@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,joy,0.625,final thank
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy,0.625,man know juggle ball
Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically,joy,0.625,watch amazing broadcast
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy,0.62,let playful gasp slowly wrap arm neck kiss
"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",joy,0.62,shawty lo beef underrate one hip hop history chock wit bravado hilarity
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",joy,0.62,pop half bottle westbank evenin folk
Omg I'm outside making beats with garageband and some little birds  decided to chirp along ï¼ˆâ‰§âˆ‡â‰¦ï¼‰,joy,0.62,omg outside make beat garageband little bird decide chirp
Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy,0.62,follow musically make lively come join bffe follow
@adamrodricks I like your optimism!,joy,0.62,like optimism
Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,joy,0.62,ryan gosling eva mende finally b joyful funny do not boss do not argue kids mini car focus love
"God just replaced my sadness with laughter, can't go the whole day sad ...",joy,0.615,god replace sadness laughter day sad
A hearty welcome to those who followed me.,joy,0.615,hearty welcome follow
In ever use to like smiling until I realized how good my teeth look ... Witout the braces,joy,0.613,use like smile realize good tooth look witout brace
@saraandgreg @Airbnb Another happy customer.  #secreteyes,joy,0.611,happy customer
I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,joy,0.607,hear incredibly transcendent song amp feel high amp fuck joyful amp
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy,0.604,elinor laugh little know body brilliant cheerfulness sweetmeat fashion
Only Geo is capable of cheering me upâ¤ï¸â¤ï¸â¤ï¸,joy,0.604,geo capable cheering
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,joy,0.604,aww maine coon little name ted eddy wonder cat good cat playful sweet
Make someone happy ^_^,joy,0.604,happy
What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg ,joy,0.604,metro lrt go walterdale
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy,0.604,follow â â
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy,joy,0.604,feel bit shit get high blood sugar remember week incredible
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy,0.604,hilarity day
"Being a veteran just totally got me out of a ticket. I'm elated right now, close call.",joy,0.604,veteran totally get ticket elated right close
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy,0.604,violently scream wind be not get old cute jovial rhythm start move hip wave arm air
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol ",joy,0.604,man know juggle ball
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy,0.602,v satisfy open old file able check thing
Rojo is so bad it's hilarious.,joy,0.6,rojo bad hilarious
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy,0.6,big change pray think deserve
Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively #musically,joy,0.6,watch amazing broadcast
".@Harry_Styles I hope you never go a day without something to make you smile. You deserve all good things. Please follow me?\nâ¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œ\n311,553",joy,0.6,hope day smile deserve good thing follow
@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy,0.6,ok champ cheer far
Rojo is hilarious,joy,0.6,rojo hilarious
I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.,joy,0.6,playful lol need somebody joke day long cause ill tired
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!,joy,0.6,miss cookie send thank spry like adventure young pup
It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,joy,0.6,well wetter dry certainly find hilarious
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy,0.596,man know juggle ball
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy,0.593,ooh candles jasmine tea amp
"@my2k aaa Cam animated that, so proud of our boy",joy,0.583,aaa cam animate proud boy
@safaridjh but it's so aesthetically pleasing omg,joy,0.583,aesthetically pleasing omg
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",joy,0.583,happy good good
Peter is aesthetically pleasing to look at,joy,0.583,peter aesthetically pleasing look
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy,0.583,love independence msg happy amp fulfil amp positivity flock
I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,joy,0.583,thought get mad bf get mad little thing lmfao shit hilarious
@KWAYNTjoia it's exhilarating,joy,0.583,exhilarate
So happy my next class is canceled bc..im od tired ðŸ˜­,joy,0.583,happy class cancel bc I m od tired
Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,joy,0.583,optimism lead success bill kerr
It's meant to be!!  ,joy,0.583,mean
#smile is the #respect we give everyone.,joy,0.583,
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy,0.58,untill today say remember year ago meet n like
The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,joy,0.58,object literature man wiser happy poet make happy tell
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy,0.58,watch avatar wondering take long watch collapse joyous heap
@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy,0.58,risk block think video wake hilarious
I want the smoky clouds of laughter to swim about you forever more..,joy,0.58,want smoky cloud laughter swim forever
I'm a cheery ghost.,joy,0.58,cheery ghost
Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically,joy,0.58,watch amazing broadcast
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy,0.58,watch amazing broadcast
Watch this amazing live.ly broadcast by @maisiev  #musically,joy,0.578,watch amazing broadcast
"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal",joy,0.577,know script ego maniac elated hear devout christian like phenomanal
"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)",joy,0.577,wish attend rcmh spirit cheering dude
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,joy,0.567,try ask cheeseburger onion amp mustard
Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy,0.562,accept challenge feel exhilaration victory
Watch this amazing live.ly broadcast by @flydudern  #musically,joy,0.562,watch amazing broadcast
"You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.",joy,0.562,know great contestant help cheer important
Accept the challenges so that you can feel the exhilaration of victory.,joy,0.562,accept challenge feel exhilaration victory
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy,0.562,hello miss lady sure today bring happiness laughter use voice laugh god know need
Thank you @twitter for the balloons today.  #goodday #48,joy,0.562,thank balloon today
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy,0.562,wag tail praise pause tilt head take frisbee let playful
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy,0.562,kayak merriment sevylor inflatable kayak eyggjxml
"Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.",joy,0.562,know cook invaluable well sq ft place wide hearty homestyle egg noodle
Watch this amazing live.ly broadcast by @footballrocks123456  #musically,joy,0.562,watch amazing broadcast
Do what makes you successful and #happy now and forever,joy,0.562,make successful forever
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy,0.562,love mary undying optimism present dog shite find good
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun,joy,0.562,use smile change world let world change smile
#smile every morning to a positive head start with your #clients relations,joy,0.562,morning positive head start relation
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy,0.562,listen subscribe team coq team xhaka stuff like player depth elated
Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically,joy,0.562,watch amazing broadcast
"And the weather so breezy, man why can't life always be this easy",joy,0.562,weather breezy man life easy
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",joy,0.56,cheerfulness good temper spend remain
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,joy,0.56,watch amazing broadcast
Watch this amazing live.ly broadcast by @rosannahill #lively #musically,joy,0.56,watch amazing broadcast
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing,joy,0.56,haitian church start florida ago prepare acquire bldg want know
"There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood",joy,0.56,specific joyous song title engiybhekayo yasezayoni need le mood
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy,0.56,promise restoration nation israel everywhere look blessing barn wine beautiful
Look forward to the detours because they bring delightful surprises. #lifequote #delight,joy,0.56,look forward detour bring delightful surprise
Watch this amazing live.ly broadcast by @paulzimmer #lively #musically,joy,0.56,watch amazing broadcast
talk about a mood pickup i went from depressed to elated so fast,joy,0.56,talk mood pickup go depressed elated fast
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. ,joy,0.56,finn singing fight feel shower spy good scene
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,joy,0.56,cheer
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy,0.56,watch amazing broadcast
@bradshawjp Sweet! #optimism,joy,0.56,sweet
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,joy,0.56,finn singing fight feel shower spy good scene
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,joy,0.56,tfw en route future come ya
It's Thursday which means it's Grey's day #TGIT #rejoice,joy,0.56,thursday mean grey day
Watch this amazing live.ly broadcast by @kana_blender  #musically,joy,0.558,watch amazing broadcast
@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! ðŸ˜Š,joy,0.558,glad gain cheery vibe look happy meal
I found #marmite in Australia. `:) ,joy,0.558,find australia
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,joy,0.558,watch amazing broadcast
"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",joy,0.558,aside please individual involve pleasure come pleasure
mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,joy,0.55,tiburonchamber plus hearty pour
@jaime_scurr: any team in the world would be totally elated to get to have you on it XD,joy,0.547,team world totally elated xd
Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.,joy,0.544,tonight delight skein geese fly foot swam breeze drop amp like glass
"â€” to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order â€”\n\n[@AVIATAUBE].",joy,0.542,â reveal broad smile nice lip stifle joyous expression order â
theÂ LordÂ turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight,joy,0.542,theâ lordâ turn face peace number
Watch this amazing live.ly broadcast by @its.finfin #lively #musically,joy,0.542,watch amazing broadcast
Watch this amazing live.ly broadcast by @iamjustinburke  #musically,joy,0.542,watch amazing broadcast
@Rbrutti what a #happy looking #couple !,joy,0.542,look
Punchline king is back! @Paedeezy ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ’¯ðŸ’¯ðŸ’¯ #bright city lights,joy,0.542,punchline king ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ ðÿ city light
@lawson__lynch my kinda girl pleasing the dick rightðŸ˜ðŸ˜,joy,0.542,kinda girl please dick
Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN,joy,0.542,catering channel height technics hearty enjoyment symptomatize vrlfeyrn
Watch this amazing live.ly broadcast by @maisiev #lively #musically,joy,0.542,watch amazing broadcast
"her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.",joy,0.54,finger slide thigh caress skin lean lick teasing n playful
@doctorofinfo I was just introducing a little levity to the convo. Yep!,joy,0.54,introduce little levity convo yep
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!,joy,0.54,oh inc talk looting say pure def well
